Sentence Index,Sentence,Word,POS Tag
427,আমাৰ ঘৰখন বৰ ডাঙৰ।,বৰ,NOUN
427,আমাৰ ঘৰখন বৰ ডাঙৰ।,ডাঙৰ।,UNK
428,আমাৰ ঘৰখন বৰ ডাঙৰ।,আমাৰ,NOUN
428,আমাৰ ঘৰখন বৰ ডাঙৰ।,ঘৰখন,UNK
428,আমাৰ ঘৰখন বৰ ডাঙৰ।,বৰ,NOUN
428,আমাৰ ঘৰখন বৰ ডাঙৰ।,ডাঙৰ।,UNK
429,তেওঁ খোৱা ধনিয়া পানীত।,তেওঁ,PRON
429,তেওঁ খোৱা ধনিয়া পানীত।,খোৱা,VERB
429,তেওঁ খোৱা ধনিয়া পানীত।,ধনিয়া,VERB
429,তেওঁ খোৱা ধনিয়া পানীত।,পানীত।,UNK
430,বাপেকৰ নাম ৰমেশ।,বাপেকৰ,NOUN
430,বাপেকৰ নাম ৰমেশ।,নাম,UNK
430,বাপেকৰ নাম ৰমেশ।,ৰমেশ।,UNK
431,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য,UNK
431,শিলাদিত্য এটা ভাল মানুহ।,এটা,NUM
431,শিলাদিত্য এটা ভাল মানুহ।,ভাল,VERB
431,শিলাদিত্য এটা ভাল মানুহ।,মানুহ।,UNK
432,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,ৰমা,VERB
432,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,আৰু,CONJ
432,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,শ্যাম,UNK
432,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,বিদ্যালয়লৈ,UNK
432,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,গৈছিল।,UNK
433,তেওঁ খোৱা ধনিয়া পানীত।,তেওঁ,PRON
433,তেওঁ খোৱা ধনিয়া পানীত।,খোৱা,VERB
433,তেওঁ খোৱা ধনিয়া পানীত।,ধনিয়া,VERB
433,তেওঁ খোৱা ধনিয়া পানীত।,পানীত।,UNK
434,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ,NOUN
434,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,বাগিছাত,NOUN
434,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,ফুল,VERB
434,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,লাগিছে।,UNK
435,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ,NOUN
435,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,বাগিছাত,NOUN
435,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,ফুল,VERB
435,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,লাগিছে।,UNK
436,আমাৰ ঘৰখন বৰ ডাঙৰ।,আমাৰ,NOUN
436,আমাৰ ঘৰখন বৰ ডাঙৰ।,ঘৰখন,UNK
436,আমাৰ ঘৰখন বৰ ডাঙৰ।,বৰ,NOUN
436,আমাৰ ঘৰখন বৰ ডাঙৰ।,ডাঙৰ।,UNK
437,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ,NOUN
437,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,বাগিছাত,NOUN
437,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,ফুল,VERB
437,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,লাগিছে।,UNK
438,মই বিয়লি চাহ খাব।,মই,PRON
438,মই বিয়লি চাহ খাব।,বিয়লি,VERB
438,মই বিয়লি চাহ খাব।,চাহ,UNK
438,মই বিয়লি চাহ খাব।,খাব।,UNK
439,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ,NOUN
439,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,বাগিছাত,NOUN
439,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,ফুল,VERB
439,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,লাগিছে।,UNK
440,বাপেকৰ নাম ৰমেশ।,বাপেকৰ,NOUN
440,বাপেকৰ নাম ৰমেশ।,নাম,UNK
440,বাপেকৰ নাম ৰমেশ।,ৰমেশ।,UNK
441,আমাৰ ঘৰখন বৰ ডাঙৰ।,আমাৰ,NOUN
441,আমাৰ ঘৰখন বৰ ডাঙৰ।,ঘৰখন,UNK
441,আমাৰ ঘৰখন বৰ ডাঙৰ।,বৰ,NOUN
441,আমাৰ ঘৰখন বৰ ডাঙৰ।,ডাঙৰ।,UNK
442,আমাৰ ঘৰখন বৰ ডাঙৰ।,আমাৰ,NOUN
442,আমাৰ ঘৰখন বৰ ডাঙৰ।,ঘৰখন,UNK
442,আমাৰ ঘৰখন বৰ ডাঙৰ।,বৰ,NOUN
442,আমাৰ ঘৰখন বৰ ডাঙৰ।,ডাঙৰ।,UNK
443,বাপেকৰ নাম ৰমেশ।,বাপেকৰ,NOUN
443,বাপেকৰ নাম ৰমেশ।,নাম,UNK
443,বাপেকৰ নাম ৰমেশ।,ৰমেশ।,UNK
444,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,ৰমা,VERB
444,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,আৰু,CONJ
444,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,শ্যাম,UNK
444,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,বিদ্যালয়লৈ,UNK
444,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,গৈছিল।,UNK
445,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ,NOUN
445,মৌচাকৰ মাজত মৌ থাকে।,মাজত,NOUN
445,মৌচাকৰ মাজত মৌ থাকে।,মৌ,UNK
445,মৌচাকৰ মাজত মৌ থাকে।,থাকে।,UNK
446,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ,NOUN
446,মৌচাকৰ মাজত মৌ থাকে।,মাজত,NOUN
446,মৌচাকৰ মাজত মৌ থাকে।,মৌ,UNK
446,মৌচাকৰ মাজত মৌ থাকে।,থাকে।,UNK
447,আমাৰ ঘৰখন বৰ ডাঙৰ।,আমাৰ,NOUN
447,আমাৰ ঘৰখন বৰ ডাঙৰ।,ঘৰখন,UNK
447,আমাৰ ঘৰখন বৰ ডাঙৰ।,বৰ,NOUN
447,আমাৰ ঘৰখন বৰ ডাঙৰ।,ডাঙৰ।,UNK
448,মই বিয়লি চাহ খাব।,মই,PRON
448,মই বিয়লি চাহ খাব।,বিয়লি,VERB
448,মই বিয়লি চাহ খাব।,চাহ,UNK
448,মই বিয়লি চাহ খাব।,খাব।,UNK
449,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ,NOUN
449,মৌচাকৰ মাজত মৌ থাকে।,মাজত,NOUN
449,মৌচাকৰ মাজত মৌ থাকে।,মৌ,UNK
449,মৌচাকৰ মাজত মৌ থাকে।,থাকে।,UNK
450,মই বিয়লি চাহ খাব।,মই,PRON
450,মই বিয়লি চাহ খাব।,বিয়লি,VERB
450,মই বিয়লি চাহ খাব।,চাহ,UNK
450,মই বিয়লি চাহ খাব।,খাব।,UNK
451,বাপেকৰ নাম ৰমেশ।,বাপেকৰ,NOUN
451,বাপেকৰ নাম ৰমেশ।,নাম,UNK
451,বাপেকৰ নাম ৰমেশ।,ৰমেশ।,UNK
452,আমাৰ ঘৰখন বৰ ডাঙৰ।,আমাৰ,NOUN
452,আমাৰ ঘৰখন বৰ ডাঙৰ।,ঘৰখন,UNK
452,আমাৰ ঘৰখন বৰ ডাঙৰ।,বৰ,NOUN
452,আমাৰ ঘৰখন বৰ ডাঙৰ।,ডাঙৰ।,UNK
453,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য,UNK
453,শিলাদিত্য এটা ভাল মানুহ।,এটা,NUM
453,শিলাদিত্য এটা ভাল মানুহ।,ভাল,VERB
453,শিলাদিত্য এটা ভাল মানুহ।,মানুহ।,UNK
454,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ,NOUN
454,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,বাগিছাত,NOUN
454,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,ফুল,VERB
454,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,লাগিছে।,UNK
455,তুমি কি বিদ্যালয়লৈ যাও?,তুমি,PRON
455,তুমি কি বিদ্যালয়লৈ যাও?,কি,PART
455,তুমি কি বিদ্যালয়লৈ যাও?,বিদ্যালয়লৈ,UNK
455,তুমি কি বিদ্যালয়লৈ যাও?,যাও?,UNK
456,মই বিয়লি চাহ খাব।,মই,PRON
456,মই বিয়লি চাহ খাব।,বিয়লি,VERB
456,মই বিয়লি চাহ খাব।,চাহ,UNK
456,মই বিয়লি চাহ খাব।,খাব।,UNK
457,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য,UNK
457,শিলাদিত্য এটা ভাল মানুহ।,এটা,NUM
457,শিলাদিত্য এটা ভাল মানুহ।,ভাল,VERB
457,শিলাদিত্য এটা ভাল মানুহ।,মানুহ।,UNK
458,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য,UNK
458,শিলাদিত্য এটা ভাল মানুহ।,এটা,NUM
458,শিলাদিত্য এটা ভাল মানুহ।,ভাল,VERB
458,শিলাদিত্য এটা ভাল মানুহ।,মানুহ।,UNK
459,বাপেকৰ নাম ৰমেশ।,বাপেকৰ,NOUN
459,বাপেকৰ নাম ৰমেশ।,নাম,UNK
459,বাপেকৰ নাম ৰমেশ।,ৰমেশ।,UNK
460,তুমি কি বিদ্যালয়লৈ যাও?,তুমি,PRON
460,তুমি কি বিদ্যালয়লৈ যাও?,কি,PART
460,তুমি কি বিদ্যালয়লৈ যাও?,বিদ্যালয়লৈ,UNK
460,তুমি কি বিদ্যালয়লৈ যাও?,যাও?,UNK
461,তুমি কি বিদ্যালয়লৈ যাও?,তুমি,PRON
461,তুমি কি বিদ্যালয়লৈ যাও?,কি,PART
461,তুমি কি বিদ্যালয়লৈ যাও?,বিদ্যালয়লৈ,UNK
461,তুমি কি বিদ্যালয়লৈ যাও?,যাও?,UNK
462,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য,UNK
462,শিলাদিত্য এটা ভাল মানুহ।,এটা,NUM
462,শিলাদিত্য এটা ভাল মানুহ।,ভাল,VERB
462,শিলাদিত্য এটা ভাল মানুহ।,মানুহ।,UNK
463,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য,UNK
463,শিলাদিত্য এটা ভাল মানুহ।,এটা,NUM
463,শিলাদিত্য এটা ভাল মানুহ।,ভাল,VERB
463,শিলাদিত্য এটা ভাল মানুহ।,মানুহ।,UNK
464,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,ৰমা,VERB
464,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,আৰু,CONJ
464,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,শ্যাম,UNK
464,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,বিদ্যালয়লৈ,UNK
464,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,গৈছিল।,UNK
465,তেওঁ খোৱা ধনিয়া পানীত।,তেওঁ,PRON
465,তেওঁ খোৱা ধনিয়া পানীত।,খোৱা,VERB
465,তেওঁ খোৱা ধনিয়া পানীত।,ধনিয়া,VERB
465,তেওঁ খোৱা ধনিয়া পানীত।,পানীত।,UNK
466,মই বিয়লি চাহ খাব।,মই,PRON
466,মই বিয়লি চাহ খাব।,বিয়লি,VERB
466,মই বিয়লি চাহ খাব।,চাহ,UNK
466,মই বিয়লি চাহ খাব।,খাব।,UNK
467,আমাৰ ঘৰখন বৰ ডাঙৰ।,আমাৰ,NOUN
467,আমাৰ ঘৰখন বৰ ডাঙৰ।,ঘৰখন,UNK
467,আমাৰ ঘৰখন বৰ ডাঙৰ।,বৰ,NOUN
467,আমাৰ ঘৰখন বৰ ডাঙৰ।,ডাঙৰ।,UNK
468,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ,NOUN
468,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,বাগিছাত,NOUN
468,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,ফুল,VERB
468,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,লাগিছে।,UNK
469,তেওঁ খোৱা ধনিয়া পানীত।,তেওঁ,PRON
469,তেওঁ খোৱা ধনিয়া পানীত।,খোৱা,VERB
469,তেওঁ খোৱা ধনিয়া পানীত।,ধনিয়া,VERB
469,তেওঁ খোৱা ধনিয়া পানীত।,পানীত।,UNK
470,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ,NOUN
470,মৌচাকৰ মাজত মৌ থাকে।,মাজত,NOUN
470,মৌচাকৰ মাজত মৌ থাকে।,মৌ,UNK
470,মৌচাকৰ মাজত মৌ থাকে।,থাকে।,UNK
471,বাপেকৰ নাম ৰমেশ।,বাপেকৰ,NOUN
471,বাপেকৰ নাম ৰমেশ।,নাম,UNK
471,বাপেকৰ নাম ৰমেশ।,ৰমেশ।,UNK
472,আজিৰ দিনটো সুন্দৰ।,আজিৰ,NOUN
472,আজিৰ দিনটো সুন্দৰ।,দিনটো,UNK
472,আজিৰ দিনটো সুন্দৰ।,সুন্দৰ।,UNK
473,বাপেকৰ নাম ৰমেশ।,বাপেকৰ,NOUN
473,বাপেকৰ নাম ৰমেশ।,নাম,UNK
473,বাপেকৰ নাম ৰমেশ।,ৰমেশ।,UNK
474,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ,NOUN
474,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,বাগিছাত,NOUN
474,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,ফুল,VERB
474,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,লাগিছে।,UNK
475,মই বিয়লি চাহ খাব।,মই,PRON
475,মই বিয়লি চাহ খাব।,বিয়লি,VERB
475,মই বিয়লি চাহ খাব।,চাহ,UNK
475,মই বিয়লি চাহ খাব।,খাব।,UNK
476,মই বিয়লি চাহ খাব।,মই,PRON
476,মই বিয়লি চাহ খাব।,বিয়লি,VERB
476,মই বিয়লি চাহ খাব।,চাহ,UNK
476,মই বিয়লি চাহ খাব।,খাব।,UNK
477,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ,NOUN
477,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,বাগিছাত,NOUN
477,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,ফুল,VERB
477,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,লাগিছে।,UNK
478,মই বিয়লি চাহ খাব।,মই,PRON
478,মই বিয়লি চাহ খাব।,বিয়লি,VERB
478,মই বিয়লি চাহ খাব।,চাহ,UNK
478,মই বিয়লি চাহ খাব।,খাব।,UNK
479,আজিৰ দিনটো সুন্দৰ।,আজিৰ,NOUN
479,আজিৰ দিনটো সুন্দৰ।,দিনটো,UNK
479,আজিৰ দিনটো সুন্দৰ।,সুন্দৰ।,UNK
480,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ,NOUN
480,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,বাগিছাত,NOUN
480,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,ফুল,VERB
480,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,লাগিছে।,UNK
481,বাপেকৰ নাম ৰমেশ।,বাপেকৰ,NOUN
481,বাপেকৰ নাম ৰমেশ।,নাম,UNK
481,বাপেকৰ নাম ৰমেশ।,ৰমেশ।,UNK
482,তেওঁ খোৱা ধনিয়া পানীত।,তেওঁ,PRON
482,তেওঁ খোৱা ধনিয়া পানীত।,খোৱা,VERB
482,তেওঁ খোৱা ধনিয়া পানীত।,ধনিয়া,VERB
482,তেওঁ খোৱা ধনিয়া পানীত।,পানীত।,UNK
483,আমাৰ ঘৰখন বৰ ডাঙৰ।,আমাৰ,NOUN
483,আমাৰ ঘৰখন বৰ ডাঙৰ।,ঘৰখন,UNK
483,আমাৰ ঘৰখন বৰ ডাঙৰ।,বৰ,NOUN
483,আমাৰ ঘৰখন বৰ ডাঙৰ।,ডাঙৰ।,UNK
484,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ,NOUN
484,মৌচাকৰ মাজত মৌ থাকে।,মাজত,NOUN
484,মৌচাকৰ মাজত মৌ থাকে।,মৌ,UNK
484,মৌচাকৰ মাজত মৌ থাকে।,থাকে।,UNK
485,আজিৰ দিনটো সুন্দৰ।,আজিৰ,NOUN
485,আজিৰ দিনটো সুন্দৰ।,দিনটো,UNK
485,আজিৰ দিনটো সুন্দৰ।,সুন্দৰ।,UNK
486,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ,NOUN
486,মৌচাকৰ মাজত মৌ থাকে।,মাজত,NOUN
486,মৌচাকৰ মাজত মৌ থাকে।,মৌ,UNK
486,মৌচাকৰ মাজত মৌ থাকে।,থাকে।,UNK
487,তুমি কি বিদ্যালয়লৈ যাও?,তুমি,PRON
487,তুমি কি বিদ্যালয়লৈ যাও?,কি,PART
487,তুমি কি বিদ্যালয়লৈ যাও?,বিদ্যালয়লৈ,UNK
487,তুমি কি বিদ্যালয়লৈ যাও?,যাও?,UNK
488,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ,NOUN
488,মৌচাকৰ মাজত মৌ থাকে।,মাজত,NOUN
488,মৌচাকৰ মাজত মৌ থাকে।,মৌ,UNK
488,মৌচাকৰ মাজত মৌ থাকে।,থাকে।,UNK
489,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,ৰমা,VERB
489,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,আৰু,CONJ
489,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,শ্যাম,UNK
489,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,বিদ্যালয়লৈ,UNK
489,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,গৈছিল।,UNK
490,বাপেকৰ নাম ৰমেশ।,বাপেকৰ,NOUN
490,বাপেকৰ নাম ৰমেশ।,নাম,UNK
490,বাপেকৰ নাম ৰমেশ।,ৰমেশ।,UNK
491,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য,UNK
491,শিলাদিত্য এটা ভাল মানুহ।,এটা,NUM
491,শিলাদিত্য এটা ভাল মানুহ।,ভাল,VERB
491,শিলাদিত্য এটা ভাল মানুহ।,মানুহ।,UNK
492,আমাৰ ঘৰখন বৰ ডাঙৰ।,আমাৰ,NOUN
492,আমাৰ ঘৰখন বৰ ডাঙৰ।,ঘৰখন,UNK
492,আমাৰ ঘৰখন বৰ ডাঙৰ।,বৰ,NOUN
492,আমাৰ ঘৰখন বৰ ডাঙৰ।,ডাঙৰ।,UNK
493,মই বিয়লি চাহ খাব।,মই,PRON
493,মই বিয়লি চাহ খাব।,বিয়লি,VERB
493,মই বিয়লি চাহ খাব।,চাহ,UNK
493,মই বিয়লি চাহ খাব।,খাব।,UNK
494,আমাৰ ঘৰখন বৰ ডাঙৰ।,আমাৰ,NOUN
494,আমাৰ ঘৰখন বৰ ডাঙৰ।,ঘৰখন,UNK
494,আমাৰ ঘৰখন বৰ ডাঙৰ।,বৰ,NOUN
494,আমাৰ ঘৰখন বৰ ডাঙৰ।,ডাঙৰ।,UNK
495,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,ৰমা,VERB
495,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,আৰু,CONJ
495,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,শ্যাম,UNK
495,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,বিদ্যালয়লৈ,UNK
495,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,গৈছিল।,UNK
496,আমাৰ ঘৰখন বৰ ডাঙৰ।,আমাৰ,NOUN
496,আমাৰ ঘৰখন বৰ ডাঙৰ।,ঘৰখন,UNK
496,আমাৰ ঘৰখন বৰ ডাঙৰ।,বৰ,NOUN
496,আমাৰ ঘৰখন বৰ ডাঙৰ।,ডাঙৰ।,UNK
497,তুমি কি বিদ্যালয়লৈ যাও?,তুমি,PRON
497,তুমি কি বিদ্যালয়লৈ যাও?,কি,PART
497,তুমি কি বিদ্যালয়লৈ যাও?,বিদ্যালয়লৈ,UNK
497,তুমি কি বিদ্যালয়লৈ যাও?,যাও?,UNK
498,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ,NOUN
498,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,বাগিছাত,NOUN
498,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,ফুল,VERB
498,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,লাগিছে।,UNK
499,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ,NOUN
499,মৌচাকৰ মাজত মৌ থাকে।,মাজত,NOUN
499,মৌচাকৰ মাজত মৌ থাকে।,মৌ,UNK
499,মৌচাকৰ মাজত মৌ থাকে।,থাকে।,UNK
500,মই বিয়লি চাহ খাব।,মই,PRON
500,মই বিয়লি চাহ খাব।,বিয়লি,VERB
500,মই বিয়লি চাহ খাব।,চাহ,UNK
500,মই বিয়লি চাহ খাব।,খাব।,UNK
501,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ,NOUN
501,মৌচাকৰ মাজত মৌ থাকে।,মাজত,NOUN
501,মৌচাকৰ মাজত মৌ থাকে।,মৌ,UNK
501,মৌচাকৰ মাজত মৌ থাকে।,থাকে।,UNK
502,আমাৰ ঘৰখন বৰ ডাঙৰ।,আমাৰ,NOUN
502,আমাৰ ঘৰখন বৰ ডাঙৰ।,ঘৰখন,UNK
502,আমাৰ ঘৰখন বৰ ডাঙৰ।,বৰ,NOUN
502,আমাৰ ঘৰখন বৰ ডাঙৰ।,ডাঙৰ।,UNK
503,আজিৰ দিনটো সুন্দৰ।,আজিৰ,NOUN
503,আজিৰ দিনটো সুন্দৰ।,দিনটো,UNK
503,আজিৰ দিনটো সুন্দৰ।,সুন্দৰ।,UNK
504,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,ৰমা,VERB
504,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,আৰু,CONJ
504,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,শ্যাম,UNK
504,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,বিদ্যালয়লৈ,UNK
504,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,গৈছিল।,UNK
505,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ,NOUN
505,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,বাগিছাত,NOUN
505,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,ফুল,VERB
505,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,লাগিছে।,UNK
506,তেওঁ খোৱা ধনিয়া পানীত।,তেওঁ,PRON
506,তেওঁ খোৱা ধনিয়া পানীত।,খোৱা,VERB
506,তেওঁ খোৱা ধনিয়া পানীত।,ধনিয়া,VERB
506,তেওঁ খোৱা ধনিয়া পানীত।,পানীত।,UNK
507,মই বিয়লি চাহ খাব।,মই,PRON
507,মই বিয়লি চাহ খাব।,বিয়লি,VERB
507,মই বিয়লি চাহ খাব।,চাহ,UNK
507,মই বিয়লি চাহ খাব।,খাব।,UNK
508,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ,NOUN
508,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,বাগিছাত,NOUN
508,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,ফুল,VERB
508,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,লাগিছে।,UNK
509,তেওঁ খোৱা ধনিয়া পানীত।,তেওঁ,PRON
509,তেওঁ খোৱা ধনিয়া পানীত।,খোৱা,VERB
509,তেওঁ খোৱা ধনিয়া পানীত।,ধনিয়া,VERB
509,তেওঁ খোৱা ধনিয়া পানীত।,পানীত।,UNK
510,তুমি কি বিদ্যালয়লৈ যাও?,তুমি,PRON
510,তুমি কি বিদ্যালয়লৈ যাও?,কি,PART
510,তুমি কি বিদ্যালয়লৈ যাও?,বিদ্যালয়লৈ,UNK
510,তুমি কি বিদ্যালয়লৈ যাও?,যাও?,UNK
511,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ,NOUN
511,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,বাগিছাত,NOUN
511,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,ফুল,VERB
511,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,লাগিছে।,UNK
512,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ,NOUN
512,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,বাগিছাত,NOUN
512,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,ফুল,VERB
512,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,লাগিছে।,UNK
513,বাপেকৰ নাম ৰমেশ।,বাপেকৰ,NOUN
513,বাপেকৰ নাম ৰমেশ।,নাম,UNK
513,বাপেকৰ নাম ৰমেশ।,ৰমেশ।,UNK
514,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,ৰমা,VERB
514,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,আৰু,CONJ
514,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,শ্যাম,UNK
514,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,বিদ্যালয়লৈ,UNK
514,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,গৈছিল।,UNK
515,তুমি কি বিদ্যালয়লৈ যাও?,তুমি,PRON
515,তুমি কি বিদ্যালয়লৈ যাও?,কি,PART
515,তুমি কি বিদ্যালয়লৈ যাও?,বিদ্যালয়লৈ,UNK
515,তুমি কি বিদ্যালয়লৈ যাও?,যাও?,UNK
516,আমাৰ ঘৰখন বৰ ডাঙৰ।,আমাৰ,NOUN
516,আমাৰ ঘৰখন বৰ ডাঙৰ।,ঘৰখন,UNK
516,আমাৰ ঘৰখন বৰ ডাঙৰ।,বৰ,NOUN
516,আমাৰ ঘৰখন বৰ ডাঙৰ।,ডাঙৰ।,UNK
517,বাপেকৰ নাম ৰমেশ।,বাপেকৰ,NOUN
517,বাপেকৰ নাম ৰমেশ।,নাম,UNK
517,বাপেকৰ নাম ৰমেশ।,ৰমেশ।,UNK
518,আজিৰ দিনটো সুন্দৰ।,আজিৰ,NOUN
518,আজিৰ দিনটো সুন্দৰ।,দিনটো,UNK
518,আজিৰ দিনটো সুন্দৰ।,সুন্দৰ।,UNK
519,তেওঁ খোৱা ধনিয়া পানীত।,তেওঁ,PRON
519,তেওঁ খোৱা ধনিয়া পানীত।,খোৱা,VERB
519,তেওঁ খোৱা ধনিয়া পানীত।,ধনিয়া,VERB
519,তেওঁ খোৱা ধনিয়া পানীত।,পানীত।,UNK
520,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,ৰমা,VERB
520,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,আৰু,CONJ
520,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,শ্যাম,UNK
520,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,বিদ্যালয়লৈ,UNK
